song_title,spotify_id,artist,year,popularity,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,word_count,reading_ease,polarity,subjectivity,followers,listeners,play_count,is_winner,is_nominee,winner_score,weight
Breakaway,3xrn9i8zhNZsTtcoWgQEAd,Kelly Clarkson,2004,71,pop,0.662,0.741,0,-5.406,1,0.0334,0.00165,0.0303,0.114,0.409,131,188960,4,310,98.21,0.279074074,0.690925926,1160083,486713,2555299,0,0,0,{0.199500978}
I Go Back,0Ox458KpvZQ1Kuj9mUNPLL,Kenny Chesney,2004,60,country,0.513,0.805,5,-6.918,1,0.0466,0.0421,0,0.208,0.669,89.963,240347,4,355,95.17,0.120982143,0.33608631,547121,191991,500856,0,0,0,{0.199500978}
When the Sun Goes Down,1X0jUjN3QGaHPvuJRROILs,Kenny Chesney and Uncle Kracker,2004,0,country,0.766,0.559,9,-11.015,1,0.0349,0.00535,0.764,0.0865,0.851,104.95,299209,4,?,?,?,?,?,61507,175534,0,0,0,{0.199500978}
Turn Me On,2TTH19zJIJHooAXtNAqkzb,Kevin Lyttle feat. Spragga Benz,2004,38,reggae,0.713,0.751,9,-5.737,1,0.102,0.044,0,0.278,0.927,105.924,201640,4,?,?,?,?,?,138265,580788,0,0,0,{0.199500978}
Game Over (Flip),79lmvU7Qmc8QpXilbSk37z,Lil Flip,2004,47,rap,0.813,0.59,8,-8.998,1,0.378,0.00106,5.07E-05,0.0809,0.61,159.961,232467,4,515,98.21,-0.183531746,0.496428571,19817,41718,80205,0,0,0,{0.199500978}
Sunshine,1mG5ApgWYr4PyMNFNlIBXA,Lil Flip feat. Lea,2004,0,Hip-Hop,0.824,0.608,0,-7.354,1,0.357,0.0434,0,0.0207,0.718,94.05,234813,4,?,?,?,?,?,29505,116085,0,0,0,{0.199500978}
Numb,2nLtzopw4rPReszdYBJU6h,Linkin Park,2004,78,rock,0.493,0.856,6,-4.134,0,0.0384,0.00366,0,0.628,0.218,110.097,186240,4,288,86.71,-0.048883929,0.574553571,2861172,1118485,9320450,0,0,0,{0.199500978}
Breaking the Habit,4HcDu9IGRCvSTJE4yW5Ugv,Linkin Park,2004,58,rock,0.58,0.851,4,-4.392,0,0.0313,0.12,0,0.0959,0.622,100.012,196333,4,259,99.23,0.078392857,0.364821429,2861172,829400,6643824,0,0,0,{0.199500978}
Headsprung,1GIN41bLhiKeEPeC2vXH8i,LL Cool J,2004,50,rap,0.574,0.799,0,-5.734,1,0.0426,0.0129,2.63E-05,0.0741,0.436,199.804,267320,4,598,98.21,0.00482922,0.267803955,137143,67667,209589,0,0,0,{0.199500978}
On Fire,0B2ZuTLZnWQ6gz8RlNwBu1,Lloyd Banks,2004,47,rap,0.69,0.827,8,-4.264,1,0.232,0.104,0.00083,0.274,0.441,94.859,187280,4,455,97.2,0.111126405,0.487231392,90671,369158,797435,0,0,0,{0.199500978}
Southside,7dMzkvw7aXJGC7h2yOYPqY,Lloyd feat. Ashanti,2004,0,Hip-Hop,0.773,0.246,9,-14.457,0,0.0924,0.32,0.00666,0.0652,0.367,74.999,278011,4,?,?,?,?,?,1504,7227,0,0,0,{0.199500978}
Heaven,2mQ1RBK7s87mdPCzh97RSH,Los Lonely Boys,2004,54,rock,0.664,0.862,6,-5.403,1,0.0679,0.378,4.19E-06,0.0824,0.797,91.91,227347,4,124,99.23,0.055,0.93,19636,75643,270357,0,1,0.2,{0.199500978}
Splash Waterfalls,2T8hXV9LUZMDBKR5RALGEa,Ludacris,2004,46,Hip-Hop,0.711,0.843,5,-6.12,0,0.393,0.119,0,0.225,0.678,145.989,290760,4,742,95.17,0.048630251,0.528172447,508177,46567,164663,0,0,0,{0.199500978}
I Dont Wanna Know,3lGyEFXTGC9HMyYmX1G1lb,Mario Winans feat. Enya and P. Diddy,2004,0,rnb,0.73,0.284,11,-11.288,0,0.166,0.0268,0.501,0.217,0.483,193.971,225267,4,?,?,?,?,?,70302,244382,0,0,0,{0.199500978}
She Will be Loved,7sapKrjDij2fpDVj0GxP66,Maroon 5,2004,74,pop,0.695,0.684,0,-5.403,0,0.0288,0.0593,0,0.125,0.528,102.041,257133,4,353,87.72,?,?,6755653,1053775,6478903,0,0,0,{0.199500978}
This Love,6YgV0EF8xJMZz0Zm6BTaT4,Maroon 5,2004,68,pop,0.711,0.849,5,-4.634,0,0.0383,0.0535,0,0.113,0.775,95.041,206200,4,303,90.77,0.323492063,0.533121693,6755653,970579,5248613,0,0,0,{0.199500978}
U Shouldve Known Better,0EQuu6hyNACWI7LT7N5pRv,Monica,2004,46,rnb,0.753,0.516,6,-5.164,1,0.0308,0.191,0,0.275,0.833,122.019,257787,4,415,98.21,0.199513889,0.404652778,147171,109402,228272,0,0,0,{0.199500978}
My Place,5w5Elr8PuEyoMAl88QPlVs,Nelly feat. Jaheim,2004,0,rnb,0.637,0.619,1,-9.477,0,0.0387,0.00507,0.308,0.112,0.81,81.7,227567,4,?,?,?,?,?,38112,162768,0,0,0,{0.199500978}
Over and Over,6Un1T5qZxXQCEsjjnlweU7,Nelly feat. Tim McGraw,2004,6,Hip-Hop,0.663,0.657,7,-7.172,1,0.0732,0.0356,0.000455,0.335,0.381,169.75,257320,4,?,?,?,?,?,34566,149485,0,0,0,{0.199500978}
Gigolo,55GLgXF7LfQ0HdEmhzaok7,Nick Cannon feat. R. Kelly,2004,0,rap,0.843,0.319,2,-17.237,1,0.102,0.206,0.127,0.0888,0.663,93.015,244146,4,?,?,?,?,?,11732,40752,0,0,0,{0.199500978}
Someday,4PkJ7c9y1CwpuVOiJODnCZ,Nickelback,2004,65,rock,0.455,0.858,11,-5.659,0,0.0391,0.000616,0.000247,0.226,0.574,163.118,207467,4,318,89.75,-0.073051948,0.689285714,1513708,489704,2764483,0,0,0,{0.199500978}
Move Ya Body,3XylDfiLvcslXNwpvS31TC,Nina Sky feat. Jabba,2004,20,rnb,0.911,0.617,11,-8.293,0,0.116,0.279,1.70E-05,0.0702,0.878,120.985,260507,4,?,?,?,?,9,93276,268003,0,0,0,{0.199500978}
Its My Life,2fOxxLz9JVe53itq6pfBak,No Doubt,2004,59,pop,0.597,0.762,11,-4.431,1,0.0302,0.00368,0.00117,0.325,0.8,126.325,225867,4,139,92.8,0.072916667,0.541666667,405890,330807,1684237,0,0,0,{0.199500978}
Roses,6bUNEbXT7HovLW6BgPCBsb,OutKast,2004,70,Hip-Hop,0.751,0.708,0,-5.645,1,0.0545,0.0481,1.83E-05,0.107,0.521,108.97,369573,4,595,88.74,0.043758347,0.428519356,558925,398866,1756259,0,0,0,{0.199500978}
Hey Ya!,3AszgPDZd9q0DpDFt4HFBy,OutKast,2004,73,Hip-Hop,0.715,0.97,0,-2.206,1,0.0648,0.0644,0.000156,0.205,0.964,79.504,239240,4,168,99.23,0.291666667,0.501785714,558925,764940,3395419,0,1,0.2,{0.199500978}
The Way You Move,6pEIOLEhpxmWRcZiSrcqz7,OutKast feat. Sleepy Brown,2004,3,Hip-Hop,0.857,0.402,7,-13.368,0,0.0628,0.45,0.0419,0.138,0.946,126.038,234876,4,?,?,?,?,?,181619,652658,0,0,0,{0.199500978}
Freek-a-Leek,4MeDnO5yA2Zi6IMlVApRci,Petey Pablo,2004,61,rap,0.756,0.691,2,-3.718,1,0.178,0.0744,0,0.364,0.654,104.999,235187,4,813,89.75,0.032223295,0.445436508,23309,29304,122082,0,0,0,{0.199500978}
Happy People,51ohTObAvYM3lxK5mJMEwK,R. Kelly,2004,46,rnb,0.75,0.63,5,-5.511,0,0.0904,0.0623,0,0.107,0.72,97.038,297213,4,?,?,?,?,544119,38590,107607,0,0,0,{0.199500978}
Sorry 2004,4vey3VC7ZROIESUu0kgiBc,Ruben Studdard,2004,38,rnb,0.711,0.475,9,-7.394,1,0.0633,0.0734,0,0.332,0.466,129.934,261907,4,422,96.18,-0.316247582,0.838394584,12678,18726,54165,0,0,0,{0.199500978}
On the Way Down,1GwVi2ceNb8dMFA3DZGnnY,Ryan Cabrera,2004,47,pop,0.5,0.845,1,-5.015,1,0.0369,0.00184,0,0.106,0.531,95.199,212045,4,234,100.24,-0.048330999,0.454178338,12228,52326,296597,0,0,0,{0.199500978}
Im Still in Love with You,3MhdH8PxqH1FuQp3HBptUI,Sean Paul feat. Sasha,2004,63,reggae,0.762,0.669,7,-5.385,1,0.169,0.0947,0,0.0619,0.757,86.997,274666,4,?,?,?,?,?,60996,183033,0,0,0,{0.199500978}
The First Cut Is The Deepest,0LbqwZ07PTqfUajI1rn9AK,Sheryl Crow,2004,50,pop,0.508,0.689,2,-5.371,1,0.0331,0.0468,0,0.0748,0.668,160.008,225933,4,243,96.18,0.348611111,0.564351852,128272,151100,567448,0,0,0,{0.199500978}
Drop it Like its Hot,1QF1OSUtWoRhJGhxfFDJBh,Snoop Dogg feat. Pharrell,2004,0,rap,0.662,0.312,8,-7.901,1,0.0747,0.000141,0.864,0.0761,0.064,183.94,273481,4,?,?,?,?,?,506411,1685268,0,0,0,{0.199500978}
Meant to Live,79cAPxneo5AvbNgR6ch3Cj,Switchfoot,2004,60,rock,0.396,0.905,2,-3.948,1,0.0467,0.00415,0,0.42,0.529,151.503,199813,4,208,73.85,0.21114082,0.460784314,246717,252816,1478838,0,0,0,{0.199500978}
Lean Back,2Ozc0me9PV5vlt8cokwdvI,Terror Squad,2004,56,Hip-Hop,0.698,0.922,1,-3.359,1,0.517,0.129,0,0.106,0.694,126.594,247427,5,395,95.17,-0.034638047,0.282765152,13303,127076,480753,0,0,0,{0.199500978}
Live Like You Were Dying,5uaTGZyDMK1iZ9eW1qeBEX,Tim McGraw,2004,66,country,0.416,0.546,7,-7.728,1,0.0297,0.492,0,0.0845,0.411,159.929,300333,4,357,97.2,0.239365881,0.536728395,473535,91650,382507,0,0,0,{0.199500978}
American Soldier,4WygRabom8WGpPb44r40sK,Toby Keith,2004,54,country,0.551,0.559,9,-8.238,1,0.0381,0.157,1.29E-05,0.0589,0.299,82.009,263333,4,282,88.74,0.151534392,0.330489418,356197,84953,228494,0,0,0,{0.199500978}
Overnight Celebrity,2tOZtdbkAMQASWokLvSlzj,Twista,2004,62,Hip-Hop,0.828,0.792,10,-5.435,0,0.179,0.182,0,0.281,0.774,134.199,233360,4,860,97.2,0.236502058,0.546779835,98666,260597,741867,0,0,0,{0.199500978}
Slow Jamz,1boHm9rjmvzxpJASd9dnGK,Twista feat. Kanye West and Jamie Foxx,2004,56,Hip-Hop,0.561,0.764,2,-6.645,0,0.138,0.373,0,0.157,0.595,145.158,212147,4,?,?,?,?,?,1603,4262,0,0,0,{0.199500978}
Burn,7z3N2W7Xz1t2G2sAO8wFVH,Usher,2004,66,rnb,0.796,0.477,1,-7.161,1,0.108,0.314,0,0.12,0.681,119.928,231933,4,591,98.21,0.05256734,0.43202862,2649768,376680,1160195,0,0,0,{0.199500978}
Confessions Part II,7wBThXx7BGZHJJ3aN3OPvv,Usher,2004,66,rnb,0.845,0.467,1,-7.674,1,0.138,0.0586,0,0.0694,0.712,138.007,211200,4,838,96.18,?,?,2649768,145042,485266,0,0,0,{0.199500978}
My Boo,3JqOnf0D4h2zbIJpO1jv4l,Usher And Alicia Keys,2004,15,rnb,0.542,0.782,5,-4.892,1,0.0991,0.62,0,0.305,0.702,174.015,213389,4,?,?,?,?,?,101213,397200,0,0,0,{0.199500978}
Yeah!,4DCR3Czc58p9Bnk92MQP1R,Usher feat. Lil Jon and Ludacris,2004,0,rnb,0.547,0.675,2,-8.465,1,0.257,0.0167,0,0.072,0.556,86.505,268320,3,?,?,?,?,?,283802,941739,0,1,0.2,{0.199500978}
Salt Shaker,1JF1W6Wqrjc4fIz7uTAaEE,Ying Yang Twins feat. Lil Jon and The East Side Boyz,2004,38,Hip-Hop,0.883,0.707,11,-6.074,1,0.155,0.05,0,0.0924,0.307,101.945,252440,4,?,?,?,?,?,37,188,0,0,0,{0.199500978}
Let Me Go,0nNVR2iDM3eVzEgMi78vQm,3 Doors Down,2005,55,rock,0.478,0.856,1,-4.881,0,0.0387,0.0192,0,0.107,0.456,91.998,243053,4,301,105.66,0.332440476,0.585416667,528489,326011,1848362,0,0,0,{0.238405844}
Just A Lil Bit,68IM0wOuxlrbwk0zgmi9dk,50 Cent,2005,57,rap,0.724,0.692,1,-6.75,1,0.324,0.0397,0.00477,0.314,0.528,96.937,237707,4,659,102.61,-0.003127706,0.417857143,1168399,284417,811227,0,0,0,{0.238405844}
Disco Inferno,2bvwaRaRVF3inbXIig555h,50 Cent,2005,56,Hip-Hop,0.921,0.659,2,-4.852,0,0.25,0.26,6.82E-05,0.216,0.679,97.055,214227,4,571,105.66,0.098645022,0.395118326,1168399,273212,764653,0,0,0,{0.238405844}
Lonely,1UGMu0Tf5nmKoYIPPztbQQ,Akon,2005,59,Hip-Hop,0.62,0.534,5,-7.866,0,0.0493,0.341,0,0.1,0.61,90.067,235800,4,570,89.75,0.083482143,0.707016369,648511,278515,903676,0,0,0,{0.238405844}
Karma,588RGyR1f4Plc8nm7SrdCa,Alicia Keys,2005,49,rnb,0.727,0.736,10,-6.203,1,0.0615,0.0743,0.00311,0.0347,0.687,85.1,256000,4,407,98.21,-0.031111111,0.306444444,1019662,215426,848969,0,0,0,{0.238405844}
1 Thing,6ZyNjT2hYvfV5PuW84dp1E,Amerie,2005,64,rnb,0.636,0.946,10,-4.683,0,0.332,0.115,3.75E-05,0.0416,0.898,125.085,238747,5,533,113.1,-0.124791667,0.472708333,50140,286899,946423,0,0,0,{0.238405844}
Baby Im Back,3VBLBcal4M8BP8XV3l8QDD,Baby Bash feat. Akon,2005,47,Hip-Hop,0.903,0.413,9,-4.635,0,0.0852,0.0587,0,0.0701,0.788,100.039,221160,4,?,?,?,?,?,18909,61991,0,0,0,{0.238405844}
Incomplete,0CnD7Hiw6pae6rLsZw5q5W,Backstreet Boys,2005,50,pop,0.437,0.589,4,-4.834,1,0.0331,0.231,0,0.0768,0.158,133.631,239587,4,199,96.18,-0.123611111,0.24537037,615838,193696,1127391,0,0,0,{0.238405844}
Dont Lie,600qBKuhdgLqxZb1BqIE0T,Black Eyed Peas,2005,47,Hip-Hop,0.658,0.792,6,-5.172,0,0.218,0.182,0,0.0778,0.578,89.861,219000,4,503,96.18,-0.002579365,0.53015873,1029780,331608,1487010,0,0,0,{0.238405844}
Dont Phunk With My Heart,4MtDnnAJ1AtWit10FRmZdW,Black Eyed Peas,2005,57,Hip-Hop,0.691,0.929,5,-2.73,0,0.0645,0.00877,0,0.472,0.587,130.899,239773,4,519,97.2,?,?,1029780,402295,1738524,0,0,0,{0.238405844}
My Humps,19JdbdEwQI7bCxefMokZO8,Black Eyed Peas,2005,66,Hip-Hop,0.8,0.688,4,-5.987,1,0.223,0.12,4.05E-06,0.111,0.611,123.929,326960,4,590,97.2,0.164280627,0.716381766,1029780,539924,2353924,0,0,0,{0.238405844}
Slow Down,3SfZpKjMwvUQKGCty1dJ0T,Bobby Valentino,2005,59,rnb,0.563,0.746,11,-4.832,0,0.101,0.17,5.58E-06,0.338,0.598,186.118,258667,4,461,98.21,-0.170800265,0.350843254,42867,73221,229249,0,0,0,{0.238405844}
Like You,4rvSqlJCW4CvLFPRF9YH4c,Bow Wow feat. Ciara,2005,52,Hip-Hop,0.575,0.592,6,-8.782,1,0.188,0.14,0,0.0761,0.452,81.536,204693,4,?,?,?,?,?,255512,559186,0,0,0,{0.238405844}
Let Me Hold You,28hcjKZ9xAXZ63ZzwceQAe,Bow Wow feat. Omarion,2005,32,rnb,0.817,0.676,6,-8.641,1,0.203,0.102,0.00209,0.136,0.593,151.478,251000,4,?,?,?,?,?,4649,23033,0,0,0,{0.238405844}
Girlfight,0GkkiqqRdjqmRDrWfTdemH,Brooke Valentine feat. Lil Jon and Big Boi,2005,37,rnb,0.745,0.62,11,-8.24,1,0.148,0.0131,0,0.118,0.579,99.989,234382,4,?,?,?,?,?,9585,39089,0,0,0,{0.238405844}
Inside Your Heaven,25ry9EyyRsp1dDctlAclin,Carrie Underwood,2005,49,country,0.38,0.596,7,-3.469,1,0.0315,0.123,1.46E-06,0.132,0.156,134.443,243267,4,264,90.77,0.166269841,0.590575397,751106,51958,244244,0,0,0,{0.238405844}
Run It!,6SPD3JwwRejBhCDiQAQ4he,Chris Brown,2005,62,rnb,0.85,0.482,1,-6.684,0,0.102,0.0246,0,0.387,0.228,100.957,229867,4,613,117.16,0.081358559,0.52176594,3212904,119662,274051,0,0,0,{0.238405844}
1 2 Step,19dXsMK9wImZqw3syGxoM7,Ciara feat. Missy Elliott,2005,0,rnb,0.947,0.348,7,-12.405,1,0.158,0.0906,2.22E-05,0.0951,0.686,113.065,200649,4,?,?,?,?,?,?,?,0,0,0,{0.238405844}
Just The Girl,1JURww012QnWAw0zZXi6Aa,Click Five,2005,59,pop,0.571,0.89,9,-1.6,1,0.0395,0.00509,0,0.0769,0.725,110.958,234147,4,361,108.7,0.054,0.404666667,29922,125837,614703,0,0,0,{0.238405844}
Speed Of Sound,7clUVcSOtkNWa58Gw5RfD4,Coldplay,2005,68,rock,0.523,0.898,11,-6.765,0,0.0567,0.00491,0.0345,0.0746,0.356,123.085,287907,4,308,99.23,0.24047619,0.461309524,5631348,1040619,6828576,0,0,0,{0.238405844}
Listen To Your Heart,5KqEPvurLuOoV64tNylPO6,D.H.T.,2005,48,pop,0.558,0.268,9,-9.238,0,0.0305,0.844,0,0.098,0.193,144.712,271040,4,?,?,?,?,1641,22325,106985,0,0,0,{0.238405844}
Play,5CWyE2OcZI1HVnHBh4RrKF,David Banner,2005,54,rap,0.834,0.652,1,-7.899,0,0.18,0.000235,0.0933,0.206,0.557,95.015,230133,4,623,106.67,0.001289683,0.426752646,36142,115983,307866,0,0,0,{0.238405844}
Cater 2 U,6uYAPqxP69zfpCbsTHXgiz,Destinys Child,2005,59,rnb,0.605,0.584,11,-7.043,0,0.197,0.286,0,0.235,0.468,125.802,245400,4,685,98.21,0.288673942,0.528758818,448075,185461,703271,0,0,0,{0.238405844}
Mockingbird,561jH07mF1jHuk7KlaeF0s,Eminem,2005,66,rap,0.592,0.678,4,-4.411,0,0.248,0.242,0,0.182,0.207,83.976,250760,4,899,96.18,-0.018735363,0.493013271,5450700,583526,3028251,0,0,0,{0.238405844}
Mississippi Girl,79YeQbd1p7MsuT7wHQLRYY,Faith Hill,2005,46,country,0.499,0.765,9,-4.148,1,0.0521,0.113,0,0.0509,0.653,83.916,232707,4,263,88.74,-0.032954545,0.21875,96206,29447,113446,0,0,0,{0.238405844}
Sugar Were Goin Down,2TfSHkHiFO4gRztVIkggkE,Fall Out Boy,2005,73,rock,0.499,0.824,7,-4.741,1,0.0794,0.00898,0,0.163,0.692,161.977,229093,4,416,96.18,-0.143897996,0.353187614,2062937,6,35,0,0,0,{0.238405844}
Truth Is,3QfsB9tPwAjMb5b9P7r3Z5,Fantasia,2005,49,rnb,0.707,0.451,11,-10.38,1,0.0761,0.309,0,0.0524,0.603,73.209,236747,4,463,96.18,0.388157895,0.445614035,108234,50388,118726,0,0,0,{0.238405844}
Get It Poppin,3zdDxhDo5SycC7XSAPfdjv,Fat Joe feat. Nelly,2005,51,rap,0.905,0.55,1,-7.558,1,0.372,0.0628,0,0.0644,0.53,100.813,211320,4,?,?,?,?,?,1283,5451,0,0,0,{0.238405844}
Best Of You,5FZxsHWIvUsmSK1IAvm2pp,Foo Fighters,2005,71,rock,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42E-05,0.188,0.362,130.198,255627,4,319,98.21,0.776303344,0.322732876,1927575,1059755,7430519,0,0,0,{0.238405844}
Obsession (No Es Amor),5k0kYtGWjRViGtFXtKXSRM,Frankie J feat. Baby Bash,2005,0,rnb,0.692,0.471,0,-6.533,0,0.0431,0.266,0,0.0903,0.593,150.086,241653,4,?,?,?,?,?,3114,14276,0,0,0,{0.238405844}
How We Do,2Hnku35WOFAftRS4yygKf8,Game feat. 50 Cent,2005,4,Hip-Hop,0.867,0.69,4,-8.474,0,0.37,0.0817,1.52E-06,0.0329,0.645,97.934,243413,4,?,?,?,?,?,260599,688479,0,0,0,{0.238405844}
I Dont Want To Be,6ich2xMH5AR39V85miIAN8,Gavin DeGraw,2005,67,rock,0.423,0.862,0,-5.13,0,0.0695,0.00791,0,0.133,0.449,154.746,217760,4,311,88.74,-0.172619048,0.517857143,445554,319185,1579654,0,0,0,{0.238405844}
Feel Good Inc,0d28khcov6AiegSCpG5TuT,Gorillaz,2005,77,electronic,0.818,0.705,6,-6.679,1,0.177,0.00836,0.00233,0.613,0.772,138.559,222640,4,253,90.77,0.174720893,0.504625199,1238340,1308202,10130074,0,1,0.2,{0.238405844}
Wake Me Up When September Ends,3ZffCQKLFLUvYM59XKLbVm,Green Day,2005,73,rock,0.546,0.814,7,-5.146,1,0.0314,0.023,0,0.0972,0.133,104.98,285653,4,173,82.31,0.28,0.52,2103651,914522,5985533,0,0,0,{0.238405844}
Boulevard Of Broken Dreams,0MsrWnxQZxPAcov7c74sSo,Green Day,2005,72,rock,0.29,0.827,8,-3.451,1,0.0362,0.000659,2.55E-06,0.301,0.455,167.086,493400,4,243,81.29,-0.107720058,0.696572872,2103651,1045035,7117417,1,1,1,{0.238405844}
Cool,1oPHQirLVcgj85NWdiyuJD,Gwen Stefani,2005,57,pop,0.705,0.72,2,-3.49,1,0.0273,0.0302,8.84E-05,0.36,0.829,112.021,189280,4,136,89.75,0.172390572,0.49793771,413749,527576,2319161,0,0,0,{0.238405844}
Hollaback Girl,6RcQOut9fWL6FSqeIr5M1r,Gwen Stefani,2005,70,pop,0.92,0.918,10,-2.072,0,0.0887,0.38,2.71E-06,0.0289,0.909,110.02,199907,4,438,88.74,-0.148771731,0.749111867,413749,685126,2830225,0,1,0.2,{0.238405844}
Rich Girl,6yP8OLxHNDcL1rYDfv81fu,Gwen Stefani feat. Eve,2005,0,pop,0.908,0.415,7,-8.082,0,0.0587,0.0308,5.36E-05,0.189,0.906,98.01,234954,4,?,?,?,?,?,384551,1516027,0,0,0,{0.238405844}
Collide,5rwq6R0Uq0BngM3rdmCeNg,Howie Day,2005,73,pop,0.582,0.253,10,-11.43,1,0.0259,0.827,2.95E-05,0.091,0.29,90.184,277000,4,179,88.74,0.133333333,0.49122807,62138,421097,2385137,0,0,0,{0.238405844}
Numb/Encore,7dyluIqv7QYVTXXZiMWPHW,Jay-Z/Linkin Park,2005,75,rap,0.685,0.803,2,-4.251,1,0.156,0.0601,0,0.546,0.793,107.005,205280,4,?,?,?,?,?,550053,2640724,0,0,0,{0.238405844}
Get Right,6BUZX2MNhJs0p13ezYtOLp,Jennifer Lopez,2005,62,pop,0.741,0.759,0,-5.096,0,0.12,0.0218,0,0.628,0.386,97.084,225533,4,414,104.64,0.168044533,0.516578483,1161715,300477,1049854,0,0,0,{0.238405844}
Beautiful Soul,1HwpWwa6bnqqRhK8agG4RS,Jesse McCartney,2005,64,pop,0.661,0.657,9,-4.269,1,0.0489,0.086,0,0.0274,0.932,89.985,214227,4,348,97.2,0.321933622,0.605194805,225339,198643,941543,0,0,0,{0.238405844}
Ordinary People,58CrldAc1Z5WIBozT1NMJH,John Legend,2005,71,soul,0.469,0.132,10,-14.001,1,0.0807,0.929,0,0.0873,0.36,67.011,281467,3,341,90.77,-0.110283902,0.441888151,1229086,336680,1474011,0,0,0,{0.238405844}
Daughters,5FPnjikbwlDMULCCCa6ZCJ,John Mayer,2005,63,pop,0.674,0.413,2,-7.816,1,0.0274,0.837,1.91E-05,0.098,0.501,124.895,237907,3,231,98.21,0.471491228,0.480701754,1781456,409690,2365419,0,0,0,{0.238405844}
Gold Digger,2kTI5wQALSW8lbTtLNCE5u,Kanye West feat. Jamie Foxx,2005,8,Hip-Hop,0.786,0.385,1,-12.927,1,0.308,0.0863,0,0.18,0.61,92.494,208280,4,?,?,?,?,?,483715,2191986,0,1,0.2,{0.238405844}
Because Of You,3f3omU8n47Mqyab5nCaGyT,Kelly Clarkson,2005,72,pop,0.583,0.584,5,-5.362,0,0.0314,0.254,0,0.123,0.136,140.039,219493,4,314,90.77,0.040123457,0.530246914,1160085,579181,3442892,0,0,0,{0.238405844}
Behind These Hazel Eyes,0AKAxdNkwq9ZxRdW1DN9zW,Kelly Clarkson,2005,60,pop,0.548,0.889,9,-4.682,1,0.0382,0.00165,0.00109,0.197,0.471,90.048,198973,4,273,90.77,-0.14797619,0.410238095,1160085,451479,2545240,0,0,0,{0.238405844}
Mr. Brightside,7oK9VyNzrYvRFo7nQEYkWN,Killers,2005,75,rock,0.33,0.936,1,-3.66,1,0.0917,0.00108,0,0.0926,0.218,148.112,222587,4,?,?,?,?,1587987,11935,93480,0,0,0,{0.238405844}
You And Me,7L605WhF5EGf34ggj87yK6,Lifehouse,2005,64,rock,0.461,0.446,7,-7.703,1,0.0267,0.1,0,0.169,0.35,139.868,195493,3,245,104.64,0.197165533,0.403514739,315893,453752,3101839,0,0,0,{0.238405844}
Get Back,3njpLvANriMsdv3dgADEad,Ludacris,2005,55,rap,0.582,0.651,1,-4.971,1,0.257,0.0749,0,0.134,0.189,171.463,270747,4,825,107.69,-0.008085757,0.353314028,508177,202320,689419,0,0,0,{0.238405844}
Number One Spot,5SV9SnHkuHMh446QsgQtry,Ludacris,2005,46,Hip-Hop,0.478,0.951,6,-4.159,1,0.409,0.0318,0,0.273,0.527,146.096,274467,4,559,89.75,0.258941799,0.401574074,508177,200855,457142,0,0,0,{0.238405844}
Pimpin All Over the World,2dFk7v3caKv1yDa5GsWNFL,Ludacris feat. Bobby Valentino,2005,0,rap,0.698,0.489,11,-13.399,1,0.052,0.0207,0.00823,0.148,0.893,92.226,336108,4,?,?,?,?,?,2308,7131,0,0,0,{0.238405844}
We Belong Together,3LmvfNUQtglbTrydsdIqFU,Mariah Carey,2005,68,pop,0.838,0.469,0,-7.992,1,0.0835,0.0358,0,0.0928,0.77,139.975,201400,4,460,90.77,?,?,859416,386268,2422178,0,1,0.2,{0.238405844}
Its Like That,0sNY3XS9Tz1P957KZrQ6GZ,Mariah Carey,2005,46,rnb,0.798,0.639,8,-4.812,0,0.0734,0.0882,0,0.0319,0.814,95.968,203360,4,516,105.66,0.123376623,0.565584416,859416,132836,723554,0,0,0,{0.238405844}
Shake It Off,4VKnkoNNM6yTb4cXXX3wqD,Mariah Carey,2005,54,rnb,0.766,0.49,2,-6.553,1,0.147,0.21,0,0.11,0.842,134.143,232840,4,575,91.78,0.245897683,0.404118404,859416,205788,1063847,0,0,0,{0.238405844}
Let Me Love You,3ibKnFDaa3GhpPGlOUj7ff,Mario,2005,74,rnb,0.656,0.578,7,-8.97,0,0.0922,0.235,0,0.118,0.572,94.514,256733,4,444,98.21,0.42666113,0.550110742,175192,554741,1830271,0,0,0,{0.238405844}
Back Then,5krOROgmf8adn3SJzeKLZy,Mike Jones,2005,53,rap,0.776,0.736,9,-6.308,1,0.255,0.0101,0,0.18,0.525,159.838,244187,4,928,108.03,0.093964335,0.464368999,245,41038,177996,0,0,0,{0.238405844}
Lose Control,0UaMYEvWZi0ZqiDOoHU3YI,Missy Elliott feat. Ciara and Fat Man Scoop,2005,65,Hip-Hop,0.904,0.813,4,-7.105,0,0.121,0.0311,0.00697,0.0471,0.809,125.461,226864,4,?,?,?,?,?,78,428,0,0,0,{0.238405844}
Goin Crazy,48JAAdtKgOQ4u4QRER6bJX,Natalie,2005,43,rnb,0.601,0.544,1,-7.351,1,0.0252,0.673,0.0086,0.0796,0.289,105.941,294093,4,499,93.14,0.015493077,0.520575819,66517,30890,108280,0,0,0,{0.238405844}
